track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track,year,month
Favorite Song,Favorite Song,Toosii,2023-02-17,USUM72301797,235,101.4,186579651.0,45668.0,"6,252,506",62.0,231699320.0,1670867.0,"249,537","11,127,302",117325107.0,"533,205,544",43.0,"200,850",717,4.0,"290,227",9.0,"111,316,408","71,027","25,797,478","2,561,322",,0,2023,2
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,2024-03-09,US3DF2417042,233,101.4,158131138.0,5423.0,"71,590,238",85.0,135893150.0,889014.0,"142,300","14,500",147200.0,"134,369,232",34.0,8,3,8.0,"2,319,237",15.0,"5,439,215","3,601",,"833,928",,0,2024,3
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-06-05,ES31E2401197,237,101.3,186123398.0,52.0,"50,069",,,,,,,,,,,,,,,,,,,0,2024,6
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,USSM12100531,238,100.8,1902241314.0,316054.0,"50,751,390",70.0,274582854.0,3603644.0,"2,297,386","864,049,980",7655286423.0,"3,417,613",310.0,"262,285","2,026",112.0,"2,516,760",80.0,"72,087,250","72,155",,"10,553,717",,1,2021,3
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,2023-03-03,QZ5FN2369288,239,100.3,42761.0,80.0,"1,636",16.0,1138846819.0,2113492.0,,,,,,5,,,,,,,,449,,0,2023,3
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306691,240,100.2,406821432.0,20404.0,"26,073,555",,23505530.0,266969.0,"80,218","12,641,848",113073762.0,"1,569,274,837",38.0,"337,262",20,27.0,"740,249",38.0,"18,715,607","6,762",,"1,551,811",,0,2023,10
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,2022-09-22,TCAGM2208561,241,100.1,665716137.0,97057.0,"33,252,792",80.0,358206246.0,2896698.0,"2,900,087","216,927,444",2653383273.0,"862,779,648",33.0,"77,764",119,51.0,"27,583,086",60.0,"202,795","1,067","1,432,443","5,502,998",,0,2022,9
Glimpse of Us,Glimpse of Us,Joji,2022-06-10,USWB12201789,242,99.8,1262308912.0,234936.0,"83,890,841",74.0,66246839.0,2067331.0,"865,354","1,031,153,514",8988453878.0,"4,898,615,770",97.0,"116,337",620,40.0,"2,380,981",45.0,"9,562,991","17,436","12,895,440","4,350,230",,0,2022,6
Watermelon Sugar,Watermelon Sugar,Harry Styles,2019-11-17,USSM11912587,243,99.7,2708151499.0,298135.0,"159,003,869",82.0,872052223.0,11269126.0,"1,375,118","301,076,974",2738127473.0,"2,170,262,684",554.0,"647,363",914,557.0,"4,404,589",101.0,"133,633,509","253,839",,"9,612,968",,0,2019,11
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,2024-03-23,USA2P2414894,244,98.8,172164034.0,5517.0,"48,983,734",82.0,117450205.0,1103003.0,,,,"135,952,492",11.0,"1,879",,7.0,"2,124,457",16.0,"9,152,713","1,759","1,136,588","418,366",,0,2024,3
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,2023-12-27,CH7811111177,245,98.5,298853393.0,50137.0,"43,508,958",70.0,112961806.0,2336117.0,,"64,504,808",928812348.0,"366,430,788",63.0,4,6,43.0,"5,691,935",43.0,"2,135,934","8,861",,,,1,2023,12
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,QM6P42334528,246,98.4,717849037.0,98440.0,"37,797,217",72.0,217687654.0,1929598.0,"308,670","85,402,638",808518802.0,"47,337,825",126.0,"57,673",125,35.0,"1,416,698",41.0,,,"4,037,512","2,076,698",,1,2023,5
Yandel 150,Yandel 150,Yandel,2022-12-20,QMFMF2215173,247,98.1,837576264.0,102545.0,"38,825,844",70.0,472335529.0,1511715.0,"632,917","43,022,167",631781362.0,"443,395,467",60.0,"65,694",29,39.0,"5,582,630",63.0,"26,717,443","8,054",,"2,660,197",,1,2022,12
THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,USSM12105732,248,98.0,1062095453.0,165197.0,"75,503,476",72.0,194928107.0,3281325.0,"1,174,669","331,324,816",3501946982.0,"3,618,055,498",156.0,"830,038","2,344",83.0,"2,949,606",46.0,"54,997,089","27,977","12,581,843","5,957,065",,1,2021,9
Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,USSD12100202,249,98.0,1339352060.0,188874.0,"76,063,128",75.0,873449363.0,6108611.0,"3,247,015","488,004,183",4445597088.0,"1,866,730,745",208.0,"102,968",295,68.0,"4,468,373",79.0,"58,740,730","23,062",,"5,640,680",,1,2021,5
Chemical,Chemical,Post Malone,2023-04-14,USUM72305205,250,97.6,503574147.0,79679.0,"43,648,353",75.0,90349145.0,902237.0,"20,078","8,878,995",134469226.0,"476,594,485",94.0,"369,794",678,35.0,"564,291",45.0,"41,533,233","7,841","3,201,843","2,334,089",,1,2023,4
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015-01-01,USAT21703595,251,97.6,1891920348.0,159571.0,"73,641,738",78.0,6335989683.0,43663933.0,"2,196,129","424,216,963",3455170110.0,"602,157,439",137.0,,5,8.0,"16,367",6.0,,,,"22,021,769",,0,2015,1
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,2018-09-12,USUG11801811,252,97.5,1486929795.0,266128.0,"52,476,635",76.0,637733433.0,4719266.0,"618,523","58,332,458",523849646.0,"34,010,447",147.0,"52,910",581,48.0,"263,627",13.0,"296,071,712","214,953","221,209,258","4,911,610",,1,2018,9
Shooting Star,Kep1going On,Kep1er,2024-06-03,KRA492400678,253,97.3,1534062.0,193.0,"3,187,862",,28023956.0,185464.0,,,,,5.0,45,,,,18.0,669,2,,"8,916",,0,2024,6
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,2011-11-20,GBARL1401524,254,97.1,1993030264.0,256764.0,"149,909,699",77.0,5644117304.0,24960395.0,"274,381","98,429,039",1268235679.0,"1,997,821,697",507.0,"160,982",366,308.0,"2,956,482",137.0,"994,708,599","2,280,901",,"23,508,115",,1,2011,11
Dog's Plan,Thoughts Feelings,David Jackson,2023-03-02,USZXT2350766,255,97.0,,44.0,"1,243",3.0,1131058312.0,2367298.0,,,,,,2,,,,,,,,,,0,2023,3
love nwantiti (ah ah ah),CKay The First,CKay,2019-08-30,QMEU31910213,256,96.9,853451422.0,172458.0,"43,607,688",71.0,1132006963.0,25943716.0,"12,330,900","1,768,913,633",23933379729.0,"35,766,668",77.0,"189,840","2,726",51.0,"1,474,677",5.0,"31,447,967","31,569",,"3,489,217",,1,2019,8
Mi Gente,Mi Gente,J Balvin,2017-06-30,FR22F1701790,257,96.4,1478442472.0,189504.0,"45,240,294",69.0,3859031931.0,22147063.0,"163,477","67,021,310",1018060369.0,"398,243,753",291.0,"45,875",,98.0,"937,524",94.0,"334,219,832","312,657",,"19,858,741",,0,2017,6
Late Night Talking,Harry's House,Harry Styles,2022-05-20,USSM12200610,258,96.4,959639297.0,108806.0,"62,563,751",76.0,151113156.0,2809492.0,"101,923","64,491,271",580526441.0,"3,350,044,035",153.0,"837,037","2,290",96.0,"9,426,291",50.0,"68,783,337","10,636",,"4,053,289",,0,2022,5
Miss You,Miss You,Oliver Tree,2022-08-05,USAT22211992,261,96.2,631378937.0,165883.0,"38,563,849",51.0,32628348.0,615240.0,"1,905,732","363,515,584",5776425361.0,"13,558,530",75.0,"152,103",1,49.0,"893,762",19.0,,,"16,382,616","7,602,822",,1,2022,8
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,2022-10-06,QZLBC2200766,260,96.2,69931412.0,13220.0,"8,876,286",61.0,63786141.0,759332.0,"9,009,769","496,871,104",6778569349.0,"147,879",4.0,"4,180",29,,,15.0,"71,269",228,,"195,627",,0,2022,10
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,2020-10-20,AEA0D2036458,259,96.2,2300838.0,543.0,"19,016",35.0,3060919074.0,6319360.0,"1,690","50,237",4527607.0,,,,,,,,,,,"16,965",,0,2020,10
Dakiti,Dakiti,Bad Bunny,2020-01-01,QMFME2004132,262,96.1,1977947460.0,245685.0,"56,430,031",72.0,1861597184.0,10999677.0,"21,703","1,119,576",21573356.0,"724,908,300",265.0,"202,804",241,97.0,"3,921,489",72.0,"152,205,131","46,748",,"6,091,496",,1,2020,1
Starboy,Starboy,The Weeknd,2016-09-22,USUG11600976,265,95.7,3291262413.0,366133.0,"98,022,646",84.0,2829990867.0,14968547.0,"262,780","52,707,882",375498232.0,"218,584,786",341.0,"68,441",148,118.0,"875,683",67.0,"331,295,154","418,888","23,612,071","15,648,166",,1,2016,9
Sorry,Sorry,Justin Bieber,2015-10-23,USUM71516760,264,95.7,2089476497.0,179545.0,"89,286,647",78.0,4467507940.0,22464625.0,"2,463,600","48,687,438",376376728.0,"1,959,373,484",401.0,"237,066",402,161.0,"1,631,997",85.0,"420,093,148","519,614","475,010","9,657,077",,0,2015,10
Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,USSM12100388,263,95.7,777064903.0,213153.0,"29,437,172",71.0,482028631.0,5431785.0,"1,378,861","181,697,356",1411545704.0,"326,289,844",118.0,"147,120",117,33.0,"263,058",33.0,"105,932,632","53,956","69,864,802","4,012,749",,1,2021,2
Pink Venom,Pink Venom,BLACKPINK,2022-08-19,KRA402200017,266,95.6,736469450.0,48251.0,"22,817,940",68.0,868589823.0,16834955.0,"1,833,169","587,311,863",5828265172.0,"3,169,887,749",43.0,"47,080",406,20.0,"202,141",40.0,"6,401,599","10,275",,"1,547,563",,0,2022,8
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401040,267,95.0,250430303.0,7079.0,"134,357,870",84.0,16747466.0,251549.0,"148,000","52,156,902",411722900.0,"45,283,900",72.0,"6,243",2,37.0,"8,927,842",76.0,"5,771,611","11,920",,"188,022",,1,2024,4
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2019-02-09,USSM12000925,268,94.8,1656385770.0,283938.0,"62,191,957",74.0,1135382823.0,15066754.0,"7,578,918","610,598,789",5007036875.0,"348,834,936",219.0,"200,884",305,119.0,"6,994,461",29.0,"214,867,165","150,801",,"10,905,647",,0,2019,2
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208784,269,94.5,682837690.0,155771.0,"28,629,209",80.0,191823612.0,1853827.0,"41,044","23,532,424",185584934.0,"201,674,659",56.0,"2,067",48,4.0,"5,523",12.0,"2,323,771","3,396","18,237,169","3,246,804",,1,2022,12
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,2023-07-27,USSM12305021,270,94.3,347647880.0,106908.0,"29,964,622",74.0,30685665.0,405870.0,"19,100","6,796,886",53065653.0,"174,680,696",57.0,"53,527",13,23.0,"327,684",49.0,"12,478,966","3,216","9,173,465","861,189",,1,2023,7
California Gurls,Girl Power 2023,Katy Perry,2023-09-19,USCA21001182,271,94.2,,,,,4534591.0,47967.0,,,,,,"69,675",,,,,"316,633,718","283,271",,,,0,2023,9
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214875,272,94.1,1108031580.0,121256.0,"44,739,826",77.0,765780154.0,4700638.0,"222,100","106,783,326",940630746.0,"719,730,500",104.0,"74,052",113,30.0,"7,198,424",58.0,"41,077,827","11,906","9,615,729","1,644,044",,1,2022,5
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,USQX91700278,273,94.0,2596644721.0,278237.0,"128,709,855",82.0,2822804239.0,15242846.0,"350,848","80,813,727",631258708.0,"277,516,825",315.0,"409,911",,420.0,"1,634,441",108.0,"588,568,899","197,928",,"16,040,973",,0,2017,2
7 rings,7 rings,Ariana Grande,2019-01-18,USUM71900110,274,93.9,2262490403.0,179865.0,"89,518,199",77.0,1903198886.0,22206277.0,"3,040,090","282,688,098",2620954252.0,"2,185,559,044",220.0,"176,589",945,87.0,"1,044,537",76.0,"301,142,482","409,686",,"7,983,512",,1,2019,1
Moonlight,Moonlight,Kali Uchis,2023-02-24,USUM72219486,275,93.1,701558859.0,110539.0,"46,729,655",74.0,209195939.0,2284142.0,"594,413","173,483,893",1114531877.0,"31,989,285",67.0,"15,726",126,43.0,"1,632,541",44.0,"3,448,723","9,386","8,993,848","3,204,314",,0,2023,2
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,USSM12003798,276,93.1,1118038333.0,142905.0,"27,025,973",67.0,481447573.0,3636839.0,"10,104,238","420,225,179",4530095073.0,,198.0,"394,564",200,209.0,"2,246,210",10.0,,,,"11,067,994",,1,2020,6
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,USUM72402910,277,93.0,58157068.0,30.0,"171,325",,,,,,,,1.0,,,,,,"95,804,398","106,600",,,,0,2024,3
God's Plan,Diplomatic Immunity,Drake,2018-01-20,USCM51800004,278,92.9,2529948475.0,313741.0,"79,266,167",77.0,2040639375.0,19912225.0,"640,874","70,576,617",634177218.0,"254,153,311",226.0,"14,465",442,103.0,"898,454",76.0,"527,043,451","707,727",,"9,512,236",,1,2018,1
Sunroof,Sunroof,Nicky Youre,2021-11-26,QM24S2107064,279,92.3,879708559.0,44652.0,"23,104,189",12.0,74610328.0,807333.0,"11,172,130","1,672,193,890",22086963233.0,,2.0,,"1,073",1.0,"11,899",,,,"6,305,169",,,0,2021,11
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,2023-08-19,USA2P2339944,280,92.0,521116293.0,24734.0,"22,828,160",81.0,427625497.0,2560068.0,"33,444","11,882,123",107781205.0,"1,392,579,416",18.0,"3,852",82,20.0,"14,503,583",22.0,"10,154,861","13,336",,"988,007",,1,2023,8
MY EYES,UTOPIA,Travis Scott,2023-07-28,USSM12305007,281,91.9,403132906.0,103255.0,"13,549,357",78.0,42319491.0,564712.0,"8,436","16,565,594",139973656.0,"2,150",37.0,417,,12.0,"403,386",6.0,"517,355","3,385","10,105,167","1,911,147",,1,2023,7
WORK,GOLDEN HOUR : Part.1,ATEEZ,2024-05-31,KRD442400011,282,91.7,10135326.0,678.0,"14,542,753",31.0,29271837.0,586888.0,,,,"30,784",13.0,158,,7.0,"18,929",41.0,"102,486",119,566,"25,958",,0,2024,5
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,USUM71703825,284,91.5,1713294983.0,134700.0,"39,604,784",65.0,2920155266.0,17308189.0,"1,323,640","61,011,622",607999568.0,"380,296,279",268.0,598,57,91.0,"820,925",27.0,"332,562,946","1,547,528",,"7,805,645",,0,2017,4
Ghost,Justice,Justin Bieber,2021-03-19,USUM72102635,283,91.5,1586830204.0,151923.0,"73,574,395",80.0,476319277.0,4622504.0,"797,409","122,390,348",1180485094.0,"2,976,186,938",119.0,"844,492","3,180",114.0,"303,462",49.0,"129,493,114","54,497",,"4,413,143",,0,2021,3
Dior,Meet The Woo,Pop Smoke,2019-07-26,USUM71914275,285,91.4,1070422470.0,294539.0,"47,391,658",72.0,909072115.0,7522969.0,"1,447,194","119,978,916",1077344517.0,"3,659,504",132.0,"82,158",53,38.0,"316,666",11.0,"55,282,282","69,945","103,490,551","4,711,998",,1,2019,7
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,2022-09-30,QMDA62210237,286,91.2,720822868.0,13.0,164,17.0,,,,,,,,,,,,,"86,397,101","2,234,762",,,,0,2022,9
Breakeven,Breakeven (Official 4K Video),The Script,2024-04-25,GB1102400418,287,91.1,858979483.0,1.0,14,,,,,,,,,,,,,,,,,,,0,2024,4
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,2022-01-21,QM4TW2218961,288,90.7,839405565.0,107431.0,"27,444,811",75.0,662287768.0,4695932.0,"3,874,773","422,978,919",4817726878.0,"438,066,241",41.0,"29,848",601,19.0,"1,780,823",46.0,"8,328,637","7,361",,"2,351,019",,1,2022,1
SAD!,SAD!,XXXTENTACION,2018-03-02,USUG11800208,289,90.5,2218531106.0,263801.0,"60,437,070",75.0,1800863873.0,26301389.0,"1,295,895","58,018,849",435340082.0,"178,579,824",77.0,"21,340",107,45.0,"409,497",17.0,"187,658,592","508,457","79,154,715","3,798,652",,1,2018,3
Primera Cita,La Primera Cita - Single,Carin Leon,2023-04-20,QZQMB2104890,290,90.5,598006591.0,35842.0,"34,735,524",80.0,415255950.0,1480134.0,"916,093","96,228,889",1108602382.0,"384,774,756",32.0,"26,180",172,25.0,"9,487,462",25.0,"26,478,187","16,200","1,434,610","2,336,296",,0,2023,4
Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214884,292,90.1,1293773697.0,115332.0,"51,081,689",77.0,501908214.0,2730759.0,"2,482,560","549,037,519",6046489956.0,"179,322,656",50.0,"33,285",48,16.0,"2,258,927",51.0,"43,667,676","13,112",,"1,927,360",,1,2022,5
Dame Tu Cosita,Dame Tu Cosita,El Chombo,2018-04-23,TCADP1859309,291,90.1,,273.0,"54,198",,5004189392.0,20218394.0,,,,"229,315,984",,,,,,,,,,,,0,2018,4
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,2023-11-09,BRSME2301957,293,89.6,95536146.0,8900.0,"9,760,374",,143810663.0,1507763.0,"1,800,000","44,077,311",711024077.0,"890,790,802",16.0,88,,51.0,"7,385,831",7.0,,,,"229,561",,0,2023,11
Slow It Down,Slow It Down,Benson Boone,2024-03-22,USWB12400913,294,89.4,202667139.0,11945.0,"116,623,933",85.0,25188125.0,291189.0,,"349,400",3500000.0,"126,501,922",56.0,"36,922",326,37.0,"6,074,638",74.0,"16,853,510","3,223","442,051","518,777",,0,2024,3
Yonaguni,Yonaguni,Bad Bunny,2021-06-04,QM6P42169803,295,88.6,1398634184.0,177082.0,"44,848,091",71.0,1084871745.0,7894095.0,"884,793","298,126,879",2877719483.0,"314,632,224",145.0,"54,669",145,40.0,"381,403",48.0,"62,939,872","19,535",,"2,211,960",,1,2021,6
Heathens,Heathens,Twenty One Pilots,2016-06-16,USAT21601930,296,88.6,1777196966.0,241108.0,"65,091,468",78.0,2624180055.0,21763865.0,"4,715,288","113,594,559",1024805500.0,"479,301,512",125.0,"153,475",322,108.0,"534,238",31.0,"513,952,113","630,803",,"14,696,531",,0,2016,6
Whoopty,Whoopty,CJ,2020-08-20,USA2P2031043,297,88.6,775664145.0,213464.0,"28,998,615",61.0,810607861.0,8889460.0,"2,403,279","506,491,179",4864435271.0,"144,018,344",158.0,"1,644",533,31.0,"74,337",15.0,"60,410,875","41,096","59,294,063","6,422,051",,1,2020,8
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07,USA2P2330068,298,88.4,547471596.0,48103.0,"22,977,059",77.0,202977396.0,2705714.0,"1,201,620","210,186,679",1998080214.0,"776,229,988",56.0,"23,381",258,22.0,"671,053",58.0,"1,428,951","6,871","2,172,977","528,849",,0,2023,7
Happier,Happier - Single,Marshmello,2018-08-16,USUG11801651,299,87.9,2143821605.0,220298.0,"53,040,597",16.0,1512765689.0,18732541.0,"1,228,334","96,907,387",809336882.0,"2,340,278,160",209.0,"390,418",293,444.0,"639,996",73.0,"375,500,033","584,098",,"10,193,237",,0,2018,8
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,2023-10-18,QZ9QQ2300781,301,87.7,462284590.0,31617.0,"36,745,154",84.0,110545167.0,325395.0,"911,100","169,601,790",1947539058.0,"184,602,581",41.0,"13,786",721,46.0,"7,896,597",39.0,"14,745,087","13,732","233,125","1,075,943",,1,2023,10
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-04-07,UKWLG2300016,300,87.7,509231024.0,69486.0,"142,546,135",79.0,40223001.0,328421.0,,42,312.0,"298,775,920",145.0,"396,880",425,121.0,"3,802,321",91.0,"29,557,806","1,437","1,308,074","3,375,037",,0,2023,4
Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,90160.0,"40,533,320",70.0,1175755478.0,27744989.0,"2,098,050","1,059,257,365",8120632702.0,"3,244,619,218",221.0,"181,961",545,43.0,"1,426,798",68.0,"23,569,614","50,520",,"4,173,408",,0,2021,5
Cinderella,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402037,304,87.2,124945674.0,21581.0,"41,881,780",,11346227.0,139956.0,,,,"421,455",24.0,298,,14.0,"291,310",4.0,"4,388,108","1,644","3,756,755","369,853",,1,2024,3
Calma - Remix,Calma (Remix),Pedro Capï¿,2018-10-05,USSD11800343,303,87.2,1153753974.0,118846.0,"37,335,160",67.0,2890512374.0,13572964.0,"1,847,640","11,391,899",124640416.0,"374,564,231",152.0,"57,934",7,77.0,"859,903",2.0,"168,274,012","88,107",,"14,113,990",,0,2018,10
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-05-06,USRC11600876,305,87.1,1733302434.0,191065.0,"88,781,556",72.0,2322229374.0,9042088.0,"2,563,738","26,503,434",153590873.0,"319,751,277",459.0,"364,043",576,482.0,"2,062,925",116.0,"605,593,706","1,206,969",,"15,828,266",,0,2016,5
Say So,Hot Pink,Doja Cat,2019-11-07,USRC11903454,306,87.0,1199270601.0,161574.0,"48,493,190",69.0,879051516.0,10069968.0,"8,992,493","687,678,447",5494376938.0,"745,421,859",295.0,"1,309",531,180.0,"1,309,139",72.0,"110,184,400","176,348",,"10,741,166",,1,2019,11
Ransom,Ransom,Lil Tecca,2019-05-22,QZ85M1940160,307,86.8,1355971796.0,198992.0,"52,412,236",77.0,749040183.0,8156272.0,"501,905","79,556,873",532109309.0,"51,588,391",99.0,"26,259",154,32.0,"958,518",25.0,"88,012,413","229,716","162,569,561","2,972,685",,1,2019,5
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,QZMEM2232831,308,86.8,1136504636.0,152157.0,"60,605,828",81.0,154143867.0,2307573.0,"515,601","215,294,962",1306972284.0,"89,389,771",65.0,"8,306",43,25.0,"426,502",15.0,"8,674,577","16,784","30,568,973","1,892,741",,0,2022,7
Pink Skies,Pink Skies,Zach Bryan,2024-05-24,USWB12401947,309,86.7,60240739.0,4611.0,"98,570,633",84.0,3322959.0,65840.0,,"107,100",843600.0,"235,974,273",82.0,734,1,26.0,"5,164,376",79.0,"5,006,041","2,349","521,223","156,886",,0,2024,5
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,GBAHS1600363,310,86.6,1528107667.0,170648.0,"55,710,071",73.0,3187869227.0,16180445.0,"2,416,274","61,034,077",595697842.0,"1,722,812,433",188.0,"174,095",83,151.0,"643,408",38.0,"231,249,781","177,271","35,600,592","23,696,980",,1,2016,10
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,2023-11-15,TCJPX2396779,355,86.6,1627429837.0,12.0,163,,,,,,,,,,,,,,,,,,,1,2023,11
Cool,JnD Mix,,2024-05-25,QZNWQ2410638,311,86.5,,,,,,,,,,,,,,,,,,,,"8,624,577",,0,2024,5
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-08-11,QZPLS2305267,312,86.5,214598468.0,66613.0,"6,363,839",74.0,145094088.0,2568642.0,"8,397","1,367,633",35469076.0,"733,344,471",21.0,"5,633",,2.0,"164,805",12.0,"93,004,856","63,249",,"736,604",,1,2023,8
BESO,RR,ROSALï¿½,2023-03-24,USSM12301258,313,86.3,647201484.0,81393.0,"46,208,549",74.0,186060248.0,1524559.0,"946,380","131,649,631",1792090770.0,"28,857,204",117.0,"106,591",277,80.0,"4,935,799",65.0,"20,360,773","4,829","113,549","1,589,528",,0,2023,3
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,2024-05-10,BXIV82456543,315,86.1,51198446.0,3022.0,"40,425,173",80.0,14990394.0,244589.0,"245,300",,,,8.0,48,,29.0,"9,552,072",20.0,,,,"128,880",,0,2024,5
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-12-09,QZWT32210000,314,86.1,684853927.0,42893.0,"25,716,699",73.0,547937715.0,1638787.0,"1,100,030","91,969,060",1162186778.0,"4,235,395",45.0,"14,160",358,20.0,"2,332,617",18.0,"100,368,438","17,421",,"1,654,594",,1,2022,12
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,2024-06-14,CBEFB2400006,316,85.9,,5.0,"3,277,306",,,,,,,,1.0,2,,1.0,"87,002",10.0,,,"553,000",,,0,2024,6
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,USAT22219211,318,85.8,665519026.0,152193.0,"67,322,941",68.0,187947945.0,2379515.0,"1,016,531","606,205,784",5516142056.0,"169,512,700",73.0,"4,066","5,729",20.0,"707,505",93.0,"30,928,677","53,530",,"3,245,670",,1,2022,10
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013632,317,85.8,785016247.0,210669.0,"32,702,397",70.0,654629596.0,5578060.0,"1,826,673","141,952,709",976662212.0,"56,134,858",100.0,41,25,8.0,"33,088",4.0,"140,629,473","71,183","73,950,933","3,516,050",,1,2020,7
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,USUYG1156898,319,85.6,1615274494.0,203617.0,"35,375,009",79.0,515463883.0,6471385.0,"59,900","19,736,442",100843174.0,"4,528,014",37.0,"1,088",,14.0,"176,966",5.0,"106,473,506","116,371","319,835,943","2,026,025",,1,2017,8
Rich Flex,Her Loss,Drake,2022-11-04,USUG12208598,320,85.5,812274757.0,185579.0,"57,165,405",73.0,86053276.0,651228.0,"317,033","223,409,952",1834709832.0,"41,553,113",116.0,644,128,27.0,"1,296,204",54.0,"61,423,121","33,488",,"2,300,268",,1,2022,11
Standing Next to You,GOLDEN,Jung Kook,2023-11-03,USA2P2348391,321,85.5,675865902.0,23181.0,"58,344,509",85.0,130563278.0,4183405.0,"308,567","111,187,858",628043802.0,"2,554,205,866",37.0,"62,294",25,49.0,"6,851,022",24.0,"3,073,921","1,442",,"1,220,942",,0,2023,11
Congratulations,Congratulations,Post Malone,2016-11-04,USUM71614484,322,85.3,1984802459.0,246374.0,"81,736,432",75.0,1790918527.0,11063672.0,"955,053","99,916,455",811673866.0,"172,345,162",143.0,"32,009",57,41.0,"337,255",26.0,"389,602,011","364,648","155,990,695","5,233,589",,1,2016,11
Do It To It,Do It To It,ACRAZE,2021-08-20,QZFPL2100100,324,85.2,805019111.0,238887.0,"94,531,613",73.0,117678524.0,1540284.0,"2,600,179","673,283,810",10369065597.0,"116,322,631",192.0,"217,739","2,822",105.0,"1,784,254",40.0,"51,038,784","9,188",,"9,653,748",,0,2021,8
