track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track,year,month
Get Off The Wall,Get Off The Wall,Philly Goats,2023-06-02,USUM72307453,"2,926",25.8,8470479.0,2776.0,"1,823,591",43.0,8291412.0,112395.0,"1,400,151","60,596,180",503891783.0,,2.0,277,11,,,3.0,"467,480","1,111",,"170,102",,1,2023,6
It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-12-01,USUM72122321,"2,925",25.8,344658498.0,61117.0,"28,999,986",65.0,114495950.0,2357556.0,"130,670","165,436,212",1514925086.0,"1,423,088,796",58.0,"50,031",97,36.0,"1,186,938",22.0,"20,569,697","3,821",,"1,497,439",,0,2021,12
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,2022-01-14,ES5152101308,"2,924",25.8,283228006.0,63076.0,"8,936,948",62.0,169044728.0,998010.0,"147,165","84,459,330",906688195.0,"237,830,514",13.0,"4,039",,8.0,"12,464",22.0,,,,"696,795",,1,2022,1
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,2011-01-01,USAT21101071,"2,916",25.8,1318596835.0,240081.0,"51,289,471",74.0,1141964928.0,11343690.0,"409,892","126,261,133",1056131649.0,"1,178,523,905",43.0,"67,874",42,26.0,"104,829",7.0,,,,"14,060,987",,0,2011,1
Number 2,Number 2 / Never Last,Lil Tecca,2024-05-03,USUM72404634,"2,914",25.8,20742763.0,3204.0,"22,484,728",,,,,,,,11.0,33,4,1.0,"296,367",6.0,"326,922",83,"721,526",,,1,2024,5
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,2014-09-01,USWB11402508,"2,912",25.8,242892279.0,50948.0,"9,808,482",56.0,11099856.0,107229.0,"66,764","15,206,207",106882417.0,"75,417",6.0,30,,5.0,"2,005",15.0,"395,833,412","482,127","105,948,813","1,544,862",,1,2014,9
Killshot,Killshot,Eminem,2018-09-19,USUM71814876,"2,920",25.8,415971193.0,67750.0,"12,353,206",66.0,596108481.0,7991689.0,"22,969","10,336,311",119866465.0,"24,772,235",7.0,496,,4.0,"290,313",11.0,"178,229,694","110,006",,"507,667",,1,2018,9
Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,2023-05-11,BRRGE2300377,"2,917",25.8,143421339.0,23431.0,"7,023,908",63.0,108239669.0,1037417.0,"40,500","12,310,702",125638371.0,"5,015,995",6.0,449,,14.0,"399,034",10.0,,,,"75,108",,0,2023,5
Jai Jai Shivshankar (The Unwind Mix),The Unwind Mix,Benny Dayal,2022-05-07,INY092200047,"2,945",25.7,6355.0,1.0,12,,490930106.0,2737821.0,,,,"1,252,385",,,,,,,,,,,,0,2022,5
Fuck Niggaz,Fuck Niggaz,YoungBoy Never Broke Again,2024-02-06,USUG12400657,"2,937",25.7,11393565.0,3743.0,"3,570,364",,8173541.0,207558.0,,,,"1,879,137,711",1.0,8,1,,,,"2,623,375",880,"4,469,045","169,424",,1,2024,2
Drama (feat. Drake),Exis,Roy Woods,2015-07-31,USWB11508706,"2,932",25.7,497826683.0,86867.0,"18,364,841",64.0,83526342.0,699022.0,"100,693","22,169,211",178226220.0,"448,347",4.0,231,8,8.0,"8,559",2.0,,,"137,005,114","1,308,034",,1,2015,7
Entre Nosotros,Entre Nosotros,Tiago PZK,2021-07-08,ARGT32100004,"2,935",25.7,472107491.0,65462.0,"8,388,402",63.0,221630313.0,1721936.0,"121,905","37,557,078",295962547.0,,25.0,"5,418",31,4.0,"19,286",7.0,"1,413,561","2,071",,"1,367,342",,0,2021,7
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,2018-08-31,USUM71813334,"2,944",25.7,709560621.0,98164.0,"26,325,717",68.0,478624672.0,5771617.0,"3,776","1,994,779",19887287.0,"5,774,727",48.0,"1,798",15,15.0,"282,597",19.0,"138,039,395","45,377","3,163,011","1,461,359",,1,2018,8
Casanova,Casanova,Soolking,2023-12-07,FRPZ92346900,"2,940",25.7,68705759.0,12259.0,"10,918,400",73.0,31447677.0,196411.0,,"1,130",111700.0,"69,933,889",23.0,"9,271",,32.0,"1,541,609",20.0,,,,"465,456",,0,2023,12
